Account,Display Name,Example Series Names,Pattern Types Matched,Occurrences,Distinct Posts
its_klaszy,SAMUEL MIGUEL,KARAOKE MONDAYS; TRIVIA TUESDAYS; LIVE MUSIC WEDNESDAYS; THIRSTY THURSDAYS; Karaoke Mondays,day-of-week plural,10,1
teamonyx__,TEAMONYX,SWAHILI SUNDAYS; Swahili Sundays,day-of-week plural,10,2
oneday.mp333,OneDay.,BODEGA THURSDAYS; Pétalos de Rosas OFFICIAL SINGLE RELEASE EXPERIENCE; Bodega Thursdays,"day-of-week plural, repeated branded name",10,2
hunchoevrn,Ernest Cou,Valentine's Day Party,repeated branded name,10,1
partywithpatlax,PARTY W/ PAT LAX ⚡️,AFROBEAT NIGHTS NYC; Afrobeat Nights NYC,recurrence keyword,10,2
caribbeanjams_,CARIBBEAN JAMS,FRIDAYS AT JOUVAY; GIRLS LOVE THURSDAYS; Fridays at JOUVAY; Girls Love Thursdays,"day-of-week plural, repeated branded name",10,5
violando_codigo_podcast,VIOLANDO CODIGOS PODCAST  ®️,VIOLANDO CODIGOS EN VIVO,repeated branded name,10,2
rnbhunter,Hunter,HUNTERS FORD RELEASE,repeated branded name,10,1
sheimaginedsweets,She Imagined Sweets,"Love JoneZ: A Pre-Valentine's Night of Soul, Art & Intimacy",repeated branded name,10,1
djelementmia,Element,The COOL out + @writersblockentertainment Collab!,repeated branded name,10,1
teamwe_move,🔥TWM🔥,AFRO FUSION NIGHT; AFROFUSION FRIDAYS; Afrofusion Fridays,"day-of-week plural, repeated branded name",10,5
9thavepier,9TH AVE PIER,9TH AVE PIER SEASON OPENING; 9th Ave Pier Season Opening,recurrence keyword,10,1
winedownlive,,Wine Down at Consigliere,repeated branded name,9,4
floralidzofficial,FLORALIDZ WORLDWIDE,FLORALIDZ Pop-Up Event,repeated branded name,9,2
onyxfitnessli,ØNYX Fitness,Valentine’s Day Lift-Off Tag Team Contest,repeated branded name,9,2
mswecare,Brenda Phillips,Wine & Words: A Conversation Party for a Cause,repeated branded name,9,2
harperscafenj,HARPER’S CAFE / COFFEE SHOP,CHICKEN BISCUIT SANDWICHES ON SUNDAYS; CHICKEN BISCUITS SUNDAYS; Chicken Biscuit Sandwiches on Sundays; Chicken Biscuits Sundays,day-of-week plural,9,4
b0ckman,BOCKMAN,SEASON 2 KICKOFF,recurrence keyword,9,6
mgg_scholarshipfoundation,MGG Scholarship Foundation,The Annual Talent Hunt,repeated branded name,9,2
calwsoc,Cal Women's Soccer,Teagan Wy signs with Gotham FC,repeated branded name,8,1
foxsoccer,FOX Soccer,2025 US Soccer Female Player of the Year,repeated branded name,8,1
starsightednj,𝚜𝚝⋆𝚛𝚜𝚒𝚐𝚑𝚝𝚎𝚍,STARSIGHTED SUPER JAM,repeated branded name,8,2
coalitionboy_k,DJ-K,TAKEOFF SATURDAYS; TakeOff Saturdays,day-of-week plural,8,3
maingirlpodcast,The Main girl Podcast 💖,Podcast Episode: Building an Independent Massage/Beauty Business,repeated branded name,8,1
djputon,INTERNATIONAL DJ//HYPEMAN,R&B FRIDAYS,day-of-week plural,8,4
the_peoples_podcast_,The Peoples Podcast 🎧🎙,City Girl Takeover,repeated branded name,8,1
chime,Chime,"Tax Season, Unlocked LIVESTREAM","recurrence keyword, repeated branded name",8,1
bandainamcous,Bandai Namco Entertainment America,ELDENRING Symphonic Adventure,repeated branded name,8,1
officaldjlilredd,Dj Lil Redd 🤟🏾❤️,Adult LATE Skate,repeated branded name,8,1
gooodtimejt,GoodtimeJT🎙️,Afro-Caribbean Night: Island vs Africa,repeated branded name,8,1
wearecolorculture,color culture,"TheARTof the POPUP: A WORKSHOP ON PRESENCE, PREPARATION, & PROFIT",repeated branded name,8,1
kellenrunsphilly,Kellen Matthews-Thompson | Philly Runner,FRVD SPEAKING SERIES #02,"recurrence keyword, repeated branded name",8,1
kamo.kkb,Perfect one 🇳🇬,Penthouse Madness,repeated branded name,8,1
industrialscorpion,Industrial Scorpion,"Emanuel Casablanca “Philly Heart, Brooklyn Soul” with B6 opening",repeated branded name,8,1
redfuseent,RED FUSE,R&B Night,repeated branded name,8,1
adamdoleac,Adam Doleac,Valentine VIP Giveaway,repeated branded name,8,1
tuckertonporchfest,,Tuckerton Porchfest,repeated branded name,8,1
payalforstyle,Payal|Content Creator,Carter’s 10th Birthday Party,repeated branded name,8,1
canopyloungenj,Canopy Lounge NJ,Uber Eats Delivery,repeated branded name,8,1
hotspitshow,Hot Spit Show,Hot Spit Show with Open Mic,repeated branded name,8,1
newarkterminala,Newark Terminal A,What Exit? The New Jersey Spirit,repeated branded name,8,1
470musicgroup,DOUGLAS EUGENE,RNB XPERIENCE – TOUR EDITION,repeated branded name,8,5
jreadtheartist,J READ,SWEET TUESDAYS: POETRY & MUSIC; SWEET TUESDAYS POETIC OPEN MIC; SWEET TUESDAYS OPEN MIC; Sweet Tuesdays: Poetry & Music; Sweet Tuesdays Poetic Open Mic,day-of-week plural,8,3
newwave_smoov87,NEW WAVE SMOOV,FOREIGN SATURDAYS – THE ORIGIN; FOREIGN SATURDAYS - THE ORIGIN; FOREIGN SATURDAYS; EACH AND EVERY OTHER SATURDAY; Foreign Saturdays - The Origin,"day-of-week plural, recurrence keyword",8,2
kj_htbk,24’ Corolla HB,None Like Mine Event,repeated branded name,8,2
sleepisharlem,Super DAD. I Do My Own Stunts,SIGNATURE SATURDAYS: GIRLS NIGHT OUT III; Fight Night: The Official Lopez Vs. Stevenson Watch & Afterparty; Signature Saturdays: Girls Night Out III,"day-of-week plural, repeated branded name",8,2
abi.sol.a,☆ Abisola Ife💋 ☆,Patterns of Love 3.0,repeated branded name,8,2
heartandsoulinthekitchen,HEARTANDSOULINTHEKITCHEN,TAKEOVER TUESDAYS; Takeover Tuesdays,day-of-week plural,8,2
faajiihouse,FAAJI HOUSE : HOME OF LITTEST AFROBEATS PARTY IN CHICAGO,FAAJI FRIDAYS; FAAJI Fridays,day-of-week plural,8,1
project_91__,PROJECT 91,COME UP HERE PROPHETIC NIGHTS; COME UP HERE PROPHETIC WORSHIP NIGHTS; COME UP HERE: PROPHETIC WORSHIP NIGHTS; COME UP HERE Prophetic Worship Nights; Come Up Here: Prophetic Worship Nights,recurrence keyword,8,4
iambrimes,BRIMES,HEAVY FRIDAYS,day-of-week plural,8,5
tylauren,tylauren,Vision Board Mixer,repeated branded name,8,1
rfootage_films,Raw Footage,DIE BY THE MIC 2,repeated branded name,8,1
columbuscrew,Columbus Crew,NWSL Challenge Cup,repeated branded name,8,1
djalleyal_973,DjAlleyAl973,SKATE NIGHT: DATE NIGHT (R&B EDITION),repeated branded name,8,1
ussoccer,U.S. Soccer,2025 U.S. Soccer Female Player of the Year,repeated branded name,8,1
the1800project,THE 1-800 PROJECT,OPEN MIC NIGHT; Open Mic Night,repeated branded name,8,2
radio5.out,RADIO 5 OUT,CINCO DE SOCIAL,repeated branded name,8,2
jairrenlillard,JL ONLY PAGE 🎸,Super Bowl Kickoff R&B Day Party,repeated branded name,8,1
theprogram.nj,The Program,Community Coat Drive,repeated branded name,8,1
p.kailay,Kailay (khy-lay) ♡,PK’s Super Bowl Birthday Party,repeated branded name,8,1
newarknjpublicsafety,Newark NJ Dept. Public Safety,Inauguration Ceremony of New Jersey Governor Mikie Sherrill,repeated branded name,8,1
najirgreen_,Young Russell #GameChanger,Aquarius Birthday Bash,repeated branded name,8,1
missy_porter__,Missy Porter,Members Only Showcase,repeated branded name,8,1
natureflorida,Nature Conservancy in Florida,The Longleaf Blaze Trail Run,repeated branded name,8,1
uswnt,U.S. Soccer WNT,U.S. Soccer Player of the Year Award,repeated branded name,8,1
its_aaronwelch,,MLKDay5K Drum Run,repeated branded name,8,1
lovebeatsbedsqueaks,LOVE BEATS & BEDSQUEAKS,LOVE BEATS AND BEDSQUEAKS MIX SERIES; SATURDAYS AT UNDERGROUND,"day-of-week plural, recurrence keyword",7,6
rholambdalambdafoundation,Rho Lambda Lambda Foundation 501c3 Non Profit,Lovers and Friends: Karaoke Paint & Sip,repeated branded name,7,2
ikeavelli,Ike Avelli,50 Shades Of Gay Takes On the '80s,repeated branded name,7,2
angelicarosemid,Angelica,Heated Rivalry Drag Show,repeated branded name,7,2
chick_nkick,,SUHOOR NIGHTS; Mango Lassi available at Chick N’ Kick,"recurrence keyword, repeated branded name",7,2
itsdjswiggs,DJ SWIGGS,GOOD COMPANY THURSDAYS,day-of-week plural,7,3
gyrokingandgrill,Gyro King & Grill 🥙,JHS MHM 2026 Pickleball Tournament,repeated branded name,7,2
damnregg,DAMAGE EBK,Fatal Attraction Aquarius Bash,repeated branded name,6,1
pianopetemusic,Piano Pete,Piano Pete’s Music Hour,repeated branded name,6,1
gen_gee_rgm,GEN-G,BOTTLE WARS,repeated branded name,6,1
southernyankee.us,Southern Yankee,Southern Yankee x KO Cafe Daytime Coffee Function,repeated branded name,6,1
djpopo01,Humberto Perel,THE MIX-OFF ATLANTA EDITION,repeated branded name,6,1
mr.yesslawd,,Ladies Appreciation Night: Aquarius vs Pisces Bash,repeated branded name,6,1
ballantinebooks,Ballantine Books,"Love is in the Atmosphere: A Pop-Up at LSC After Dark, Inspired by Taylor Jenkins Reid's Atmosphere",repeated branded name,6,1
lordsaturday,Mr. EveryDay Is Saturday,Bardega Supper Club Leases Ground-Floor Space at Revitalized Downtown Newark Building,repeated branded name,6,1
halalboyzclothing_in,Ahki Bilal,URBAN FASHION RIOT THE NYFW AFTERSHOCK,repeated branded name,6,1
nightslikethisradio,nightslikethis,JETLAG: DOMINICAN INDEPENDENCE DAY,repeated branded name,6,1
haddimack_izm,TOP TIER GAME 🤔🧠🥂,SK8STONED Merch Drop,repeated branded name,6,1
miapearlcreative,mia pearl | NJ PHOTOGRAPHER 🤍,mocktail hour,repeated branded name,6,1
mex3media,Staten Island Mex,R&B Meets Reggae,repeated branded name,6,1
teamnje,TEAM NjE,"Juan Sanchez 1,000 Career Points Milestone",repeated branded name,6,1
elfantasma_26,El fantasma 👻,noneLikemine,repeated branded name,6,1
thesweetdragonbakery,"The Sweet Dragon | Southern Style Baked Goods | Trenton, NJ",Minecraft Cake for Sale,repeated branded name,6,1
shopwheretonext,WHERE TO NEXT | THAI PASSPORT COVER CUSTOMIZATION,Custom Leather Passport Cover Workshop,repeated branded name,6,1
grise.nyc,GRISÉ NYC (GREE-SAY NYC),shop irl next event,repeated branded name,6,1
topnotchcommercialcleaning,Devin Perdue,Cleaning services,repeated branded name,6,1
laceguabotanicals,La Cegua Botanicals,Handcrafted & Herbal Vendor Pop-Up,repeated branded name,6,1
tomitribe,TOMI TRIBE,Lagos 2 LA,repeated branded name,6,1
stephong_309,STEPHON THE DON🇳🇬💡🧠,R&B COOKOUT; R&B Cookout,repeated branded name,6,2
iamshaeo,SHAE O. OMONIJO,WEEKLY INSIGHTS NEWSLETTER; Weekly Insights Newsletter,recurrence keyword,6,2
kitiflowdj,KITIFLOW,VIERNES DE CONTRABANDO,repeated branded name,6,2
chefdom_creates_nj,CHEF DOM,SEAFOOD THURSDAYS; Seafood Thursdays,day-of-week plural,6,3
memorable_moments_nj_,MEMORABLE MOMENTS RENTAL,MOMS NIGHT OUT - PAMPERED IN PINK,repeated branded name,6,2
americandream,AMERICAN DREAM,RAVE NIGHTS; Rave Nights,recurrence keyword,6,1
loudnationworldwide,Loud Nation Worldwide,Loud Nation Worldwide Radio,repeated branded name,6,1
powerbottom_ap,POWER BOTTOM COMEDY SHOW,POWER BOTTOM COMEDY SHOW; Power Bottom Comedy Show,repeated branded name,6,3
visualsbymdot,VBM📸,Trenton JV vs Thrive JV,repeated branded name,6,1
bfonztwins,BFONZ TWINS,B2B TAKEOVER SERIES,recurrence keyword,6,4
secretmagicshowap,THE SECRET MAGIC SHOW,MAGIC MONDAYS; Magic Mondays,day-of-week plural,6,1
mvjor.keyz,OHH THATS MVJOR 😎,BIG BULLY BASH,repeated branded name,6,2
therealdjrackie_,DJRACKIE,"Adult Skate Night Celebrating Black Joy, History and Movement on Wheels",repeated branded name,6,1
kariiyb,Kariyana,The 5th Annual Art of Femme Showcase,repeated branded name,6,1
theeimani,Thee Modern Day Renaissance Woman,BKS Social R&B-HOUSE-AFROBEATS,repeated branded name,6,1
icecee.ent,ICECEE ENT 💎,SOLD OUT SUNDAY,repeated branded name,6,1
a1wrap_nj,A1WRAP NEW BRUNSWICK,SEASON OPENER CAR MEET; Season Opener Car Meet,"recurrence keyword, repeated branded name",6,1
the.mama.box,the mama box,February Nwaj Nèf Box Subscription,repeated branded name,6,1
emoandnumetalnight,EMO & NU-METAL NIGHT,EMO & NU-METAL NIGHT,repeated branded name,6,3
hugoslounge_nj,HUGO DOUGLAS,SINNERS & SAINTS SUNDAYS; MOJITO MONDAYS; Sinners & Saints Sundays; Mojito Mondays,day-of-week plural,6,3
hobokenlibrary,Hoboken Public Library,The Belfry: A Staged Reading,repeated branded name,6,1
monetxbeautifulminds,Monet x Beautiful Minds ✨,Monét’s Beautiful Minds episode with @the_odditty,repeated branded name,6,1
ladycelestina,🎩 LADY CELESTINA 🎩,NIN CO PRESENTS: DIRECT FROM RUPAUL'S DRAG RACE SEASON 18; NIN CO PRESENTS: DIRECT FROM RUPAUL'S DRAG RACE SEASON 18 - SHOWTIME,recurrence keyword,5,3
pierrewellnessco,PIERRE WELLNESS & COACHING,THE WELLNESS 10 SERIES: ULTIMATE SELF-CARE EXPERIENCE,recurrence keyword,5,4
motionmakers856,MOTION MAKERS ™️,NOLA NIGHTS: BOUNCE EDITION; NOLA NIGHTS: Bounce Edition,recurrence keyword,5,2
bollywoodbash_events,BOLLYWOOD BASH,BOLLYWOOD NIGHTS,recurrence keyword,5,2
dontsleepondan,DANIEL INCA,JORDAN NEVER DID THAT MOVE ENT SHOW,repeated branded name,4,1
vfw1302,KEARNY’S VETERANS OF FOREIGN WARS POST,INDIAN NIGHTS; Indian Nights,recurrence keyword,4,1
citimedina,CITI MEDINA,TAKING SPACE SERIES INTERVIEW; Taking SPACE Series Interview,recurrence keyword,4,2
calmkingcausey,CALM KING CAUSEY,SWEET TUESDAYS; Sweet Tuesdays,day-of-week plural,4,2
iamdjchronic,KING CHRONIC 🇭🇹,BLACK ROSES: ALL WHITE EDITION,repeated branded name,4,1
njyachtclub,#THEYACHTCLUB,NJ YACHT SEASON EP 1; NJ Yacht Season EP 1,recurrence keyword,4,1
natasiaaa__,TEE,SPEAK UP SERIES; Speak Up Series,recurrence keyword,4,2
firstwedanceglobal,FIRSTWEDANCE 🦚,MEMORIAL DC WEEKEND - FAAJI NIGHTS; Memorial DC Weekend - Faaji Nights,recurrence keyword,4,1
24hrsofpeace,"#24HRSOFPEACE, INC",KICK RACISM SERIES; Kick Racism Series,recurrence keyword,4,1
320_films,JOJO,CARS & COFFEE SEASON OPENER,recurrence keyword,4,3
prime_saturdays,,PRIME SATURDAYS,day-of-week plural,4,3
hotbutter_soulsupperclub,HOT BUTTER SOUL SUPPER CLUB,VELVET VIBES FRIDAYS; BOUJEE BRUNCH SATURDAYS; BOUJEE BRUNCH SUNDAYS,day-of-week plural,4,1
madmindstakeover,𝙈𝘼𝘿𝙈𝙞𝙉𝘿S,MADMINDS RELOAD: OPEN MIC SERIES; MADMINDS RELOAD OPEN MIC SERIES; Madminds Reload: Open Mic Series,recurrence keyword,4,3
djtonecapo,DJ TONE CAPO 💎,TUESDAYS WITH TONE CAPO; TUESDAYS WITH TONE CAPO (LAST TUESDAY),day-of-week plural,4,2
mogulshospitality,MOGULS - ELITE HOSPITALITY GROUP🇧🇪,CHOPPED SERIES; Chopped Series,recurrence keyword,4,1
partywithralphie,RALPHIE MERCADO / DJ WRECK,SUNDAYS AFTER DARK; Sundays After Dark,day-of-week plural,4,2
apollowrldx,APOLLO WRLDX | CREATIVE AGENCY & EVENT PRODUCTION,STARGAZING,repeated branded name,4,1
wanderlustivy,IVY • LUXURY TRAVEL CREATOR NYC,CHERRY BLOSSOM SEASON; Cherry Blossom Season,recurrence keyword,4,1
lilianeruth_,LILI 🦋,WEEKEND DJ NIGHTS; Weekend DJ Nights,recurrence keyword,4,1
artmangoart,ART MANGO,WEEKLY PAINT & SIP; Weekly Paint & Sip,recurrence keyword,4,1
furgie_francisco,H&F_FURG,FRESHER THAN MOST FRIDAYS; SEAFOOD WEDNESDAYS; Seafood Wednesdays,day-of-week plural,4,2
grimey201,YOU CAN CALL ME ELL,LITNATION 1ST SUNDAYS; LIT NATION SUNDAYS,day-of-week plural,4,3
adesounds_,ADE SOUNDS,SWAHILI SATURDAYS; SWAHILI THURSDAYS; Swahili Saturdays; Swahili Thursdays,day-of-week plural,4,2
ashly.epic,ASHLY EPIC,KARAOKE NIGHTS,recurrence keyword,3,1
aura.hifi,"AURA HIFI | CHARLOTTE, NC",AFROBEATS NIGHTS; Afrobeats nights,recurrence keyword,3,2
bossmandan___,DANNY NIBLACK,R&B THURSDAYS AT PLAZA MEXICO; R&B THURSDAYS; R&B Thursdays,day-of-week plural,3,2
shakurgibson__,I AM SHAKUR GIBSON,COME UP HERE - PROPHETIC WORSHIP NIGHTS; Come Up Here - Prophetic Worship Nights,recurrence keyword,3,2
blakkrussian,BLAKKRUSSIAN🇬🇾,AFROBEATS & R&B THURSDAYS; Afrobeats & R&B Thursdays,day-of-week plural,3,2
cuffingseasonparty,CUFFING SEASON PARTY 💍,CUFFING SEASON PARTY 💍 | SUNDAY SCARIES; CUFFING SEASON PARTY 💍,recurrence keyword,3,2
jut.1k,THEKIDD!,THURL NIGHTS: AFTER PARTY; Thurl Nights: After Party,recurrence keyword,2,1
believe.the.hype_,BELIEVE THE HYPE ENT.,LADIES LOVE SEAFOOD WEDNESDAYS; Ladies Love Seafood Wednesdays,day-of-week plural,2,1
foxesplace,FOXES PLACE,DYNASTY THURSDAYS; Dynasty Thursdays,day-of-week plural,2,1
saturdayswithstunna,SATURDAYS WITH STUNNA 🎈,SATURDAYS WITH STUNNA DAY PARTY; Saturdays With Stunna Day Party,day-of-week plural,2,1
realdashofbash,SEBASTIEN JOACHIM | FASHION STYLIST,EORUN CLUB SEASON 3 KICKOFF; EORun Club Season 3 Kickoff,recurrence keyword,2,1
gqeventnyc,GQEVENT,FAME & FORTUNE FRIDAYS,day-of-week plural,2,1
_100shots_,SHOT SAINTLAURENT,321 THURSDAYS; 321 Thursdays,day-of-week plural,2,1
exercise_snacks,EXERCISE SNACKS WORLDWIDE™️,WE MOVE INTERVIEW SERIES: ANTHONY JOHNS; We Move Interview Series: Anthony Johns,recurrence keyword,2,1
djempac,DJEMPAC📽™,HOOKAH SUNDAYS; Hookah Sundays,day-of-week plural,2,1
goironbound,"IRONBOUND BUSINESS IMPROVEMENT DISTRICT - NEWARK, NJ",STRONGER TOGETHER SATURDAYS - EAST WARD; Stronger Together Saturdays - East Ward,day-of-week plural,2,1
paperplanecoffeeco,PAPER PLANE COFFEE CO,NWSL SEASON OPENING,recurrence keyword,2,1
pinkbrocccoli,PINK BROCCCOLI,CHEERS! DINNER PARTY SERIES: INAUGURAL; CHEERS! Dinner Party Series: Inaugural,recurrence keyword,2,1
barz_on_da_pull_up_,BARZ ON DA PULL UP,BARZ ON DA PULL UP - SEASON 2 EP 1; Barz on Da Pull Up - Season 2 Ep 1,recurrence keyword,2,1
djliltaj,DJ TAJ,SOULFUL SATURDAYS EXPERIENCE; Soulful Saturdays Experience,day-of-week plural,2,1
gav__gq,6,FIRST FRIDAYS AT DELTA'S; First Fridays at Delta's,day-of-week plural,2,1
iamladiferencia,DJ KRIZ “LA DIFERENCIA”,RIOT TUESDAYS,day-of-week plural,2,2
to.sheed,TO SHEED,WEDNESDAY NIGHTS; Wednesday Nights,recurrence keyword,2,1
is0kenny,🗣ISO,"THE OPEN MIC SERIES - CELEBRATING ISO KENNY'S NEW SINGLE ""PLAY BOUT YOU""; The Open Mic Series - Celebrating ISO Kenny's New Single ""Play Bout You""",recurrence keyword,2,1
plusable_presents,PRESENTED BY PLUSABLE,AFTER WORK WEDNESDAYS; After Work Wednesdays,day-of-week plural,2,1
peropatron,👽EL MAS ODIADO👽,DISCO WEDNESDAYS; Disco Wednesdays,day-of-week plural,2,1
alice_ekaette,♕,AFRO DANCE WEDNESDAYS,day-of-week plural,2,1
bobby3k_,SOURBOYZ ENT.,FREE CRABS & $5 SHOTS MONDAYS; Free Crabs & $5 Shots Mondays,day-of-week plural,2,1
arubalounge,ARUBA LOUNGE & RESTAURANT,MARGARITA THURSDAYS; Margarita Thursdays,day-of-week plural,2,1
juliadaniellemusic,JULIA DANIELLE SMULSON,MONTH OF LOVE SERIES; Month of Love Series,recurrence keyword,2,1
afdc_usa,🌍 𝗔𝗙𝗥𝗢𝗗𝗔𝗡𝗖𝗘 𝗖𝗔𝗠𝗣 𝗨𝗦𝗔 🇺🇸,AFRODANCE CAMP USA - QUIET PULSE SERIES I,recurrence keyword,2,1
mike.hom,MIKE HOM,BRICK CITY FIGHT NIGHT SERIES; Brick City Fight Night Series,recurrence keyword,2,1
stcloud._,DAMONSTCLOUD,SPEAK UP SERIES OPEN MIC NIGHT; Speak Up Series Open Mic Night,recurrence keyword,2,1
expl0rewithalina,🅰︎ 🅻 🅸 🅽 🅰︎ 🍽️ 🌏EXPLORING THE BEST OF NJ/NY,FRIDAY NIGHTS AT LE MALT; Friday Nights at Le Malt,recurrence keyword,2,1
vibewithtj_,,DJ JAMES KICKIT LIVE AT FAAJI NIGHTS; DJ James Kickit Live at FaaJi Nights,recurrence keyword,2,1
deluxxfluxxnyc,D E L U X X  F L U X X,CUFFING SEASON PARTY X SUNDAY SCARIES,recurrence keyword,1,1
bishop_hilliard,DONALD HILLIARD JR.,OPEN HEART POETRY - SEASON 2,recurrence keyword,1,1
thefunbunchlinedance,"THE FUN BUNCH LINE DANCE CLUB- STEVE “FUN BUNCH”, INSTRUCTOR",2ND FRIDAYS SOUL LINE DANCE,day-of-week plural,1,1
the1slamjam,THE SLAM JAM,WEEKLY ONLINE SLAM WORKSHOP AND OPEN MIC,recurrence keyword,1,1
